PersonId,ProjectId,Language,Task Description
708,5521,German,Einführung von Scrum
602,5522,English,"Developer (Sharepoint, Server, UI)"
602,5523,English,"Developer (Sharepoint, UI, Server)"
602,5529,English,"Developer (Sharepoint , server, UI)"
199,5530,German,"Vorbereitung, Moderation und Auswertung von Workshops mit Stakeholdern"
199,5530,German,"Vorbereitung, Durchführung und Auswertung von Interviews mit Stakeholdern"
199,5530,German,Festhalten der Anforderungen in Modellen (UML) und textuell
199,5530,German,Priorisierung der User Stories
199,5530,German,Erstellen von Features und User Stories im Product Backlog
199,5530,German,Erstellen eines Interaktionskonzeptes und einzelner Screens
199,5530,German,User Stories eines Sprints dem Entwicklungsteam erläutern
199,5530,German,Testing und Abnahme der User Stories
199,5530,German,Anleitung eines Grafikers zur Erstellung eines Styleguides und einzelner Screens
764,5532,English,"Development and maintenance themes and extensions for e-commerce system,"
764,5532,English,"Development customizable layout templates,"
764,5532,English,Design database model for extensions.
199,5531,German,"Vorbereitung, Moderation und Auswertung von Workshops mit Stakeholdern"
199,5531,German,Festhalten der Anforderungen in Modellen (UML) und textuell
199,5531,German,Erstellen von Features und User Stories im Product Backlog
199,5531,German,Priorisierung der User Stories
199,5531,German,User Stories eines Sprints dem Entwicklungsteam erläutern
199,5531,German,Testing und Abnahme der User Stories
764,5533,English,"Development and implementation customizable themes and plugins for CMS,"
764,5533,English,"Development layout templates,"
764,5533,English,Design database model for plugins.
764,5534,English,"Design and implementation database model,"
764,5534,English,development layout templates and business logic.
199,5535,German,Erstellen eines Bedienkonzeptes der Applikation
199,5535,German,Erstellen von Screens
199,5535,German,"Anforderungsworkshops vorbereiten, durchführen und auswerten"
199,5535,German,"Interviewvorbereitung, -durchführung und -auswertung"
199,5535,German,Persona erstellen
199,5535,German,Desk research
199,5535,German,"Erstellen von Paper, LoFi- und HiFi-Prototypen"
186,5536,English,"Develop workflow activities, plugins and JS for MS Dynamics CRM 2013"
186,5536,English,"Develop web services (REST, ASMX)"
186,5536,English,Develop Unit Tests
186,5536,English,Develop PUSH notifications module to iOS and Android device platforms
186,5537,English,Evolution maintenance of Resco Mobile
186,5537,English,Support of Resco systems
186,5538,English,Evolution maintenance of CRM platform
186,5538,English,Data migration from MS CRM 3.0. by MS Integration Services packages
186,5538,English,Support of Resco systems
186,5539,English,Develop plugins and JS for MS Dynamics CRM 2011 online
186,5539,English,Develop web service
186,5539,English,Analyze and design integration with external systems by CRM Connector (custom tool)
186,5539,English,Support migration to MS Dynamics CRM 2013 online
186,5540,English,"Develop plugins, JS and workflows for MS Dynamics CRM"
593,5541,English,Web Development
593,5541,English,Multicam Video Edition
593,5541,English,Photo Retouching
593,5541,English,Animated Menus Creation
593,5541,English,Graphic Design
593,5541,English,Video Recording
593,5541,English,Hardware and Software Maintenance
186,5540,English,Develop web service and windows service
186,5540,English,Customize MS Dynamics CRM
186,5540,English,Develop extensions for MS Dynamics AX 2012 Retail POS
186,5542,English,"Develop plugins, JS and workflows for MS Dynamics CRM"
186,5542,English,Develop web service
186,5542,English,Customize MS Dynamics CRM
186,5542,English,Develop extensions of MS Dynamics CRM to CTI integration
186,5543,English,"Develop plugins, JS and workflows for MS Dynamics CRM"
186,5543,English,Develop web service
186,5543,English,Customize MS Dynamics CRM
186,5543,English,Develop a custom search application with Silverlight
186,5544,English,UI Design
186,5544,English,Develop W8 App
186,5544,English,Develop WCF web service and configure on Azure Services
186,5545,English,Analysis and design of the application
186,5545,English,Develop WP7 App
186,5545,English,Design UI
186,5545,English,Develop WCF web service and configure on Azure Services
186,5546,English,"Develop plugins, JS and workflows for MS Dynamics CRM"
186,5546,English,Develop web service
186,5546,English,Customize MS Dynamics CRM
186,5546,English,Evolution maintenance of suite applications
186,5546,English,Develop business logic on T-SQL
662,5548,English,Development of the new functionality
662,5548,English,Manual testing
662,5548,English,Maintenance and Bugfixing
662,5548,English,UI implementation
662,5548,English,Automated testing
662,5549,English,Development
662,5549,English,Maintenance
662,5549,English,Unit testing
662,5549,English,Writing documentation
662,5549,English,Autmated testing
662,5549,English,Integration testing
652,5550,English,Implemenation of new features
652,5550,English,Maintenance and bug fixing
652,5550,English,Testing
687,5547,English,Maintenance and Bugfixing
687,5547,English,Implemantation
687,5547,English,Performance and Unit Testing
687,5547,English,Writing documentation
687,5547,English,Operations
687,5547,English,Deployments
687,5547,English,Communication with customer
729,5551,English,Software implementation and maintenance
306,5552,English,Maintenance and Bugfixing
306,5552,English,Performance and Unit Testing
306,5552,English,Implementation
306,5552,English,Writing documentation
495,5554,German,Programmtechnische Umsetzung des Front-Ends
495,5554,German,Serverseitige Implementierung
495,5554,German,Erfassen und Fixen von Bugs
467,5555,English,Development
467,5555,English,Software design
421,5558,English,Application for creating bank reports
421,5558,English,Application for Human Resources department
421,5558,English,CashFlow application for Treasury department
728,5553,English,testing of product (agile - scrum)
728,5553,English,"creating and maintaining of test cases, test suites"
728,5553,English,bug reporting
421,5556,English,"Design, implementation and testing"
421,5557,English,"Design, implementation and testing"
421,5558,English,"Design, implementation and testing"
728,5559,English,"Reading and reviewing designs (where all new changes are included), writing testscripts (according to the designs), execution of the testcases in each test phase, bug reporting, sending installation requests, sending test reports to clients"
728,5560,English,"End-2-End Testing, reading and reviewing designs (where all new changes are included), writing testscripts (according to the designs), execution of the testcases in each test phase, bug reporting, sending installation requests"
652,5550,English,Design of components
652,5550,English,UI Implementation
592,5562,English,Software development
592,5562,English,Architecture design
760,5563,English,Developer
760,5563,English,Architect
760,5563,English,Technical documentation
69,5564,English,Lead Developer
69,5564,English,Continous integration
69,5564,English,Cooperation with PO and other stakeholders
340,4087,English,Organizing retrospective meetings
340,4087,English,Update and create tasks in TFS
340,4085,English,Implementaion of automated unit & integration tests
340,4085,English,Moderating retrospective meetings
261,5565,English,Analysis and definition of business processes
261,5565,English,Gathering and analysis of business requirements
261,5565,English,Documentation of requirements as use cases
660,5566,English,Maintenance and Bugfixing
660,5566,English,Performance and Unit Testing
660,5566,English,Implementation
660,5566,English,Writing documentation
261,5565,German,Dokumentation der Business Anforderungen anhand von Use Cases
261,5565,German,Erhebung und Analyse der Business Anforderungen
261,5565,German,Analyse und Definition der Business Prozesse
390,5567,German,Erarbeiten der Aufgaben für die Usability Tests
390,5567,German,Durchführen der Usability Tests mit verschiedenen Anwendern
390,5567,German,Auswerten der Resultate
390,3006,German,Konzeption und Umsetzung
390,3006,German,Requirements Engineering: Mitarbeit bei der Spezifikation des Frontends
390,3006,German,Koordination der Entwicklungsteams für verschiedene Arbeitspakete
469,5568,English,"desing, implement and test (using simulators)"
681,5569,English,Act as workshop facilitator and moderator
681,5569,English,Train the teams to Agile practices (from Scrum and Kanban)
681,5569,English,Align coaching results with the customer strategic objectives
681,5260,English,Provide assistance and consultancy to Management
681,5260,English,Prepare and lead Sterring Committees
681,5260,English,Act as facilitator and moderator during project weekly meetings
681,5260,English,Report to the Direction
681,5260,French,Conseil à la Direction Informatique et au Project Management Office
681,5260,French,Facilitateur pour restaurer la confiance et revenir à une situation normale
681,5260,French,Supervision des résultats et de l’avancement du fournisseur
681,5260,French,Mise en œuvre des actions et compte-rendu au comité de pilotage
681,5274,French,Définition des besoins du module de CRM et du portail client
681,5274,French,Conception de l’architecture
681,5569,French,Formation et coaching de l’équipe de développement et du responsable produit au développement logiciel Agile
681,5569,French,Suivi et amélioration continue des mesures d’accompagnement
681,5569,French,Conseil à la Direction Informatique pour garantir le succès du lancement du produit
735,5417,German,Anforderungsanalyse bei der Erstellung der Test Cases und Automatisierungsskripte
200,4827,German,Projektleitung
200,4827,German,Koordination mit Stakeholder und Interessengruppen
